1564236043003,ACC,0,0,0,1.5976437,-1.4712081,3.4285078,0.0,0.0,0.0
1564236043004,ACC,0,0,0,3.9071693,0.028729185,3.1362693,0.0,0.0,0.0
1564236043004,ACC,0,0,0,4.096303,0.2058925,3.2440038,0.0,0.0,0.0
1564236043004,ACC,0,0,0,4.2495255,0.411785,3.3325856,0.0,0.0,0.0
1564236043004,ACC,0,0,0,4.383595,0.6272539,3.416379,0.0,0.0,0.0
1564236043004,ACC,0,0,0,4.51527,0.8211759,3.4858077,0.0,0.0,0.0
1564236043005,ACC,0,0,0,4.656522,0.9815805,3.5241132,0.0,0.0,0.0
1564236043005,ACC,0,0,0,4.802562,1.0964973,3.5743895,0.0,0.0,0.0
1564236043005,ACC,0,0,0,4.946208,1.1922611,3.6414242,0.0,0.0,0.0
1564236043005,ACC,0,0,0,5.063519,1.2497195,3.7707055,0.0,0.0,0.0
1564236043005,ACC,0,0,0,5.1233716,1.2664783,3.9933567,0.0,0.0,0.0
1564236043006,ACC,0,0,0,5.111401,1.2545078,4.26389,0.0,0.0,0.0
1564236043006,ACC,0,0,0,5.0515485,1.2018377,4.5703344,0.0,0.0,0.0
1564236043006,ORI,0,0,0,1.0331111,-0.17462727,-0.835369
1564236043006,ACC,0,0,0,4.99409,1.1348027,4.8815675,0.0,0.0,0.0
1564236043006,ORI,0,0,0,1.1724982,-0.16108745,-0.7967916
1564236043007,ORI,0,0,0,1.2834204,-0.14669257,-0.7582117
1564236043007,ACC,0,0,0,4.924661,1.0581917,5.1999826,0.0,0.0,0.0
1564236043007,ACC,0,0,0,4.8552327,0.9600336,5.530368,0.0,0.0,0.0
1564236043007,ORI,0,0,0,1.3776128,-0.12972045,-0.72048265
1564236043007,ACC,0,0,0,4.781015,0.82596403,5.8344183,0.0,0.0,0.0
1564236043007,ORI,0,0,0,1.4615349,-0.10906459,-0.6864888
1564236043007,ORI,0,0,0,-0.50544477,-0.10906459,-0.6864888
1564236043008,ACC,0,0,0,4.6972213,0.6559831,6.114528,0.0,0.0,0.0
1564236043008,ORI,0,0,0,1.6943997,-0.08487255,-0.6550519
1564236043008,ORI,0,0,0,2.1504989,-0.058326107,-0.62993664
1564236043018,ACC,0,0,0,4.6373696,0.45966697,6.3611207,0.0,0.0,0.0
1564236043019,ACC,0,0,0,4.577517,0.24180397,6.574195,0.0,0.0,0.0
1564236043019,ORI,0,0,0,2.2852395,-0.030175399,-0.60822874
1564236043019,ACC,0,0,0,4.5200586,-0.011970494,6.7561464,0.0,0.0,0.0
1564236043019,ORI,0,0,0,2.3809655,0.0014726124,-0.5896363
1564236043019,ORI,0,0,0,2.6800613,0.0014726124,-0.5896363
1564236043019,ORI,0,0,0,2.6928594,0.032732114,-0.576108
1564236043020,ACC,0,0,0,4.5009055,-0.27053314,6.928522,0.0,0.0,0.0
1564236043020,ACC,0,0,0,4.479359,-0.51233715,7.1152616,0.0,0.0,0.0
1564236043020,ORI,0,0,0,2.6886225,0.060860462,-0.56185913
1564236043021,ACC,0,0,0,4.4482355,-0.775688,7.316366,0.0,0.0,0.0
1564236043026,ORI,0,0,0,2.6823127,0.090344936,-0.5462696
1564236043027,ACC,0,0,0,4.4266887,-1.0366447,7.5509877,0.0,0.0,0.0
1564236043027,ORI,0,0,0,2.6720326,0.1178855,-0.5302402
1564236043027,ACC,0,0,0,4.441053,-1.2952074,7.8406734,0.0,0.0,0.0
1564236043027,ORI,0,0,0,2.6631224,0.14275762,-0.51535636
1564236043027,ORI,0,0,0,2.6432335,0.14275762,-0.51535636
1564236043028,ACC,0,0,0,4.5009055,-1.5370114,8.166271,0.0,0.0,0.0
1564236043028,ORI,0,0,0,2.640617,0.16336691,-0.50373185
